9199,基础营养
608,其它日用品
6455,增强免疫
1248,美体养颜
13174,特殊商品
11161,沙发垫套/椅垫
12603,创可贴
356,避孕用品
1649,节能灯
14356,美容护肤品
13585,内脏类
12240,海参
1597,有机食品
1081,商务公文包
488,加湿器
339,厨房清洁
14352,酒具
1159,洗涤用品
1609,保健茶饮
941,煎锅
14761,2000年
1571,动漫人物
520,电熨斗
13784,防尘罩
13565,梨
9836,卧室家具
551,复读机
6465,养心健脑
4970,吊顶
12647,肝胆用药
12171,叶酸
352,手套
4956,五金电器
1209,洋酒
13597,奶酪黄油
14733,香槟
9227,葡萄籽
1084,潮流女包
14368,毛绒布艺
1249,滋补调养
12621,卵磷脂
15246,肉制品
1518,眼部保健
13560,火龙果
9239,刮砭拔灸
1558,奶瓶清洗
13787,计步器/脂肪检测仪
13782,收纳柜
1611,慢性病调理
12164,抗氧化
13173,特殊商品
7056,清火/开胃
1135,床单被罩
1548,婴儿湿巾
346,传统手电筒
13240,维矿物质
1599,葡萄酒
14734,冰酒
1160,寝具
14355,家用电器
12635,补气养血
9215,蛋白质
13577,葱姜蒜椒
3991,改善睡眠
1257,滋补调养
1547,尿布/尿垫
640,车模
1559,日常护理
1027,精美配饰
12607,美体护理
13818,被套
1247,男士保健
14720,酱香型
4966,电工电料
1577,电子琴
939,汤锅
14935,卫衣
12257,糕点
936,炒锅
12237,国产水果
6568,半成品
14930,连体衣/爬服
1208,葡萄酒
14728,芝麻香型
6901,园艺
1129,经典香水
14721,清香型
535,咖啡壶
11228,礼服/演出服
13290,婴童睡袋/抱被
14743,力娇酒
1630,毯子
14725,馥郁香型
14358,洗护沐浴
1532,孕妇奶粉
14724,凤香型
12256,面食
12191,宝宝零食
1112,贴身内衣
12618,藏红花
2679,方便食品
5022,休闲零食
6458,补脑益智
496,电动牙刷
1085,数码包
6459,补肾延年
4935,粽子
9226,辅酶Q10
13291,爬行垫
11971,筒灯射灯
12239,蔬菜
12361,自营海外直采
2658,江西
15613,婴童凉席/蚊帐
12225,东北
4702,扭扭车
449,手电筒
14354,家居装饰
4961,门窗
11965,墙贴/装饰贴
1333,保鲜盒
6445,药膳古方
12215,牛奶
12627,虾青素
9218,维生素B族
14364,酿造酒
11227,内衣裤
13575,根茎类
1228,水晶饰品
13287,食物存储
12241,鱼类
13593,汤圆/元宵
12250,蛋类
455,火机用品
13892,呼吸机
4962,油漆/壁纸
12646,心脑血管
13169,特殊商品
1060,五金工具
14756,黄酒
4689,进口食品
1073,急救卫生
1580,其他乐器
14351,餐具
1589,新疆
1612,中老年健康
14938,家居服
14946,皮鞋
14739,威士忌
14931,棉服
619,男式手表
6473,强健体魄
527,剃须刀
2688,电热毯
15239,婴儿礼盒
9837,客厅家具
954,遥控玩具
1140,乳液面霜
1154,辅食
12596,拐杖
14937,马甲
2662,宁夏
1033,K金饰品
447,空调滤网
12591,理疗仪
1058,雨伞雨具
6316,家居床品
12639,口腔用药
14742,伏特加
15615,婴童被子/被套
1651,吊灯
14363,蒸馏酒
2653,福建
11222,套装
14749,白啤酒
6442,冬虫夏草
9244,膏贴喷剂
13564,牛油果
948,运动器材
12261,收藏酒/陈年老酒
13583,羊肉
15245,其它肉类
1592,肉干肉脯
15606,其它洋酒
1054,毛巾家纺
11163,装饰字画
1657,浴室用品
15567,龙眼
1549,奶嘴
2569,宠物玩具
15113,安全座椅配件
12227,西北
1555,洗发沐浴
9842,商业办公
12170,清咽利喉
1029,日本表店
13566,菠萝/凤梨
576,车载音频设备
1637,书架层架
627,益智电玩
517,电话机
1605,男士营养
1561,洗浴用品
13170,特殊商品
1237,茶饮养生
537,食品处理机
2673,重庆
1635,电脑桌椅
12195,安全座椅
15610,婴童浴巾/浴衣
1567,电动车
6464,失眠抑郁
6900,散热器
946,高档笔具
1045,炊具/餐具
13596,速冻半成品
11966,钟饰
9420,隐形眼镜
12199,月子装
1298,营养品
13719,药食同源食品
9229,冬虫夏草
12610,震动棒
13576,鲜菌菇
12593,雾化器
11160,地毯
1337,水具
14760,90年代
1036,流行饰品
1603,茶叶
13288,洗澡用具
13041,血氧仪
502,保鲜盒
578,车载冰箱
12622,保健酒饮
1557,洗衣液/皂
7052,婴幼奶粉
2573,茶具/咖啡具
1128,魅力彩妆
13563,香蕉
935,蚊帐凉席
1639,衣橱衣架
4952,窗帘/窗纱
12640,皮肤用药
5159,更多调理
12616,石斛/枫斗
342,电动剃须刀
1604,基础营养
14370,棋牌游戏
6447,美容养颜
12254,火腿
12184,灵芝/孢子粉
349,各种灯泡
9230,人参/西洋参
12201,成人奶粉
521,加湿器
12606,安全防护
9234,人体润滑
2656,湖南
1575,健身玩具
11165,手工/十字绣
635,电动飞机
563,万用遥控器
626,多士炉
1143,洗发护发
12602,眼罩/耳塞
2655,湖北
12642,风湿骨外伤
1652,落地灯
13286,围兜/防溅衣
1570,汽车座椅
13603,冰淇淋
11969,创意家居
14945,布鞋/编织鞋
7055,DHA
11159,桌布/罩件
9236,情趣内衣
468,榨汁机
13574,茄果瓜类
11230,皮鞋/帆布鞋
550,DVD播放机
422,套装
1578,口琴
9843,灯饰照明
12214,其它茶
11234,婴儿内衣
14371,遥控电动
2646,河北
12187,血糖仪
1078,品牌运动包
12213,白茶
12592,呼吸制氧
1235,滋补调养
1329,奶锅
955,毛绒布艺
538,小冰箱
3988,高血压保健
1601,冲饮谷物
1244,康复设备
4694,华南
4704,吉他
1095,炫舞毯
12587,血氧仪
12611,艾滋病试纸
9208,肝肾养护
1574,益智玩具
1332,刀具
1560,驱蚊防晒
9241,养生按摩
1702,1段奶粉
9840,储物家具
645,饮水机
9434,牛奶乳品
14723,药香型
13595,火锅丸料
1211,布艺玩具
12235,南美洲
6463,清咽润喉
2671,贵州
1053,时尚鞋品
9220,钙/铁/锌/硒
15604,清酒/烧酒
12242,虾类
15054,油
13789,面
937,压力锅
1133,羽绒服棉服
12185,药食同源
14746,金酒
14727,米香型
12624,氨糖
12163,美体塑身
5020,饼干蛋糕
944,火机烟具
12598,健康礼品
522,吸尘器
1127,身体护理
506,热水器
1111,其它
14223,护理床
1026,动感靓鞋
1658,缝纫/针织用品
12207,红茶
14699,其他情趣用品
14744,朗姆酒
14206,基因检测
1610,成分保健
13289,婴儿口腔清洁
13561,葡萄/提子
1331,水壶
2648,内蒙古
15601,葡萄酒
3990,心脑养护
1072,卫生护理
15055,方便食品
13899,护理液
1591,坚果炒货
1576,炫舞毯
12649,婴儿营养
2667,广西
7061,水壶/水杯
4937,亲子装
7053,妈妈奶粉
4968,滚筒涂刷
13045,女用器具
15568,椰青
1118,理疗器械
4967,管材管件
12630,孕期营养
12590,胎心仪
2566,宠物零食
1089,精品腰带
1216,学生文具
2669,四川
9221,鱼油/磷脂
1334,厨具用品
2682,黄酒
12176,芦荟提取
14719,浓香型
13188,特殊商品
7058,成人尿裤
1134,唇膏唇彩
9219,复合多维
2680,有机食品
15612,吸汗巾/垫背巾
1569,三轮车
1326,汤锅
12605,鼻喉护理
12614,雪蛤
1236,骨骼健康
14757,养生酒
13554,苹果
2675,米
14751,黄啤酒
9231,其他
1619,参茸礼品
12243,蟹类
11162,相框/照片墙
15053,咖啡豆/咖啡粉
13570,桃/李/杏
6562,蔬菜
1038,水壶
2651,安徽
14943,学步鞋/步前鞋
1234,美体养颜
1006,两性用品
3962,男童
13717,蛋白质类
1096,户外玩具
1613,男士保健
4951,罩/垫/套
13043,体温计
14939,旗袍唐装/民族服装
11968,香薰蜡烛
482,理发器
623,豆浆机
12182,养生茶饮
13602,冷冻蛋糕
9209,改善睡眠
1152,时尚妈妈
524,电子灭蚊器
9216,维生素/矿物质
1550,吸奶器
15566,百香果
3977,儿童配饰
344,LED手电筒
13568,柠檬
467,电话机
960,音乐乐器
12173,玛咖
14730,白葡萄酒
606,体重计
641,电风扇
940,蒸锅
1648,台灯
14360,耳机
9202,骨骼健康
1553,牙胶安抚
12166,防辐射
12628,健康礼品
13718,其他保健食品
6446,燕窝雪蛤
951,健康食品
7121,无糖食品
612,高档笔
12793,赠品
938,奶锅
2693,模型
1546,拉拉裤
13587,鸡肉
14722,兼香型
6474,外用护理
13567,桔/橘
12638,眼科用药
456,瑞士军刀
1628,枕芯
9845,五金工具
931,床笠床裙件套
1596,五谷杂粮
12637,耳鼻喉用药
1541,新生儿
6470,补气生津
1590,休闲零食
14944,拖鞋
13601,冷藏饮料
13600,低温酸奶
949,户外装备
12620,钙铁锌硒
14732,起泡酒
621,电子宠物
9247,成人尿裤
1147,经典手包
14362,家庭影院
12217,其他特产
14740,鸡尾酒
12341,理发器
15050,膨化食品
1660,洗晒/熨烫
404,火机用品
2567,宠物营养保健
12249,鸡鸭禽类
13559,蓝莓
340,精密产品清洁
1514,跌打损伤
1031,时尚表店
9841,阳台/户外
952,望远镜
1157,洗护用品
13715,养颜减肥
9435,白酒
9232,安全避孕
1661,净化除味
12619,其他
1044,保鲜膜/袋
12247,猪肉
1503,排卵验孕
6471,解酒养肝
2677,调味品
1505,飞机杯
579,车载GPS设备
13757,熟食腊味
13790,杂粮
1074,内裤T裤
14204,体检套餐
12189,血压计
12186,蜂蜜/蜂产品
930,床品单件
634,电动车
1647,五金工具
1339,碗碟
1631,床垫/床褥
2565,宠物主食
4953,酒店用品
610,其它礼品
1643,休闲椅/凳
13580,海产礼盒
1132,手套
338,地板清洁
14753,精酿
1607,滋补调养
573,取暖用品
1065,室内球类
1602,饮料
6566,加工类肉食
2643,大闸蟹
9225,胶原蛋白
2663,黑龙江
9846,电工电料
13897,彩色隐形
536,热水壶
9223,蜂产品
1080,旅行拉杆包
12169,养眼护眼
9240,颈椎牵引
14951,运动鞋
14205,口腔齿科
14698,倒模
12172,益生菌
2571,宠物沐浴用品
12248,牛羊肉
1218,霓裳女装
2678,南北干货
13579,其他水产
1338,筷勺/刀叉
1508,养生器械
14729,红葡萄酒
12203,铁观音
4991,赠品
12626,叶黄素
1212,户外登山包
943,钻石饰品
1148,手包
1565,餐椅摇椅
5157,调节三高
1536,辅食
1544,L号
7057,婴儿尿裤
12631,婴儿营养
12162,缓解疲劳
6320,妈妈护理
15611,婴童毛巾/口水巾
6461,补肺补肾
9233,验孕测孕
1108,礼品礼券
933,舒适枕芯
1005,保健用品
959,拼插积木
1615,白领健康
13716,鱼油蜂胶
6468,综合营养
2660,甘肃
1150,T区护理
1638,木质层架
1158,喂养用品
4954,吸顶灯
958,童车童床
1653,落地灯
12251,奶制品
523,电子钟表
1121,身体护理
6318,其他
12196,增高垫
418,兰蔻
12226,华北
2672,西藏
12613,三七
1173,奶粉
1646,家用梯
9212,健康礼品
1645,儿童家具
6903,装修施工
13599,低温鲜奶
9437,洋酒
9222,螺旋藻
639,电动船
3980,大家具
12167,改善发育
12599,隐形眼镜
15607,赠品
1519,鼻炎健康
1221,特许商品
2687,家庭护理
12175,大豆异黄酮
1035,纯银饰品
13555,橙子
13590,其他禽类
2563,配件
1551,暖奶消毒
1062,除味专家
14350,厨具
1141,沐浴乳/露
4995,儿童床品
14701,仿真阳具
421,彩妆
1086,精品钱包
14750,黑啤酒
945,瑞士军刀
4695,华东
525,电子称
6469,润肠通便
9237,两性洗护
1563,婴儿推车
9211,运动营养
1554,辅助用品
561,电磁炉
337,衣服清洁
2642,月饼
403,Zippo打火机
15620,海鲜制品
12211,养生茶
1161,外出用品
1330,套锅
9660,晒衣架/烫衣板 
14357,香水彩妆
14737,果酒
1114,睡衣家居服
13760,烘焙原料
14731,桃红葡萄酒
345,LED手电筒
501,水壶
12648,孕期营养
1153,奶粉
1531,特殊配方
6567,冻品
13042,体温计
636,望远镜
1088,健身玩具
1566,自行车
1068,大型健身器械
6314,婴儿外出服
2674,休闲小食
12181,海参
14940,袜子
12229,华东
14738,白兰地/干邑
15619,藻类
13569,草莓
1537,益生菌/初乳
15602,啤酒
12634,补肾壮阳
2681,葡萄酒
1109,美体文胸
9246,日常必备
14207,孕产服务
630,女式手表
9238,发热护具
1502,避孕套
3992,肝肾养护
1028,瑞士表店
1704,3段奶粉
12617,当归
2668,海南
9844,厨房卫浴
1077,办公文具
1616,青少年健康
1115,孕妇服饰
12595,轮椅
6443,人参鹿茸
1545,XL/XXL号
1066,室外球类
4697,童鞋
511,钟表
519,台灯
457,无痕挂钩
12232,亚洲
1144,精油香氛
12246,牛排
1534,果泥/果汁
14736,甜酒
2670,云南
14936,外套/大衣
1509,中医保健
2568,宠物家居用品
13900,眼镜配件
1614,女性保健
5000,孕妇护肤
1039,套锅
1246,两性用品
624,酸奶机
4696,华中
9203,调节三高
6477,失眠健忘
12165,耐缺氧
1243,中医器械
532,电吹风
12231,西南
2665,辽宁
9839,书房家具
12601,成人尿裤
1642,边桌/茶几
6460,补充蛋白
12233,欧洲
11223,T恤
386,成人保洁
14934,衬衫
1061,时尚家饰
12179,燕窝
1573,毛绒布艺
1633,抱枕靠垫
1703,2段奶粉
14697,充气/仿真娃娃
6444,灵芝仙草
1542,S号
450,台灯
14210,中医理疗
15609,婴童隔尿垫/巾
1659,家装软饰
15608,婴童布尿裤/尿布
1632,蚊帐
1568,学步车
1335,厨用小件
12197,辅食料理机
3985,啤酒
11967,花瓶花艺
14369,模型玩具
6453,妇科调理
14932,校服/校服定制
3993,更多疾病保健
458,防噪音耳塞
13592,水饺/馄饨
1149,眼部护理
1041,刀具
1120,面部护理
1146,爽肤水
12644,妇科用药
3981,大家具
4998,孕妈装
5023,冲调品
13589,蛋类
1046,其它厨房用品
5002,妈咪包/背婴带
4690,华北
12597,智能健康
1063,清洁用品
5021,糖果/巧克力
13902,其他用药
557,微波炉
6861,氛围照明
929,床品件套
1325,压力锅
9439,啤酒
11232,凉鞋
9245,防裂抗冻
15565,榴莲
1067,游泳用品
14758,80年代前
12183,鹿茸
530,电动牙刷
2676,食用油
1019,鞋帽
336,日用清洁品
1516,防裂抗冻
560,净化器
9210,健康茶饮
1215,数码摄影包
12253,腊肠/腊肉
12180,阿胶
15240,肚兜
1618,热销礼品
13588,鸭肉
4964,移门/壁柜
1328,煎锅
14949,凉鞋
1233,男士保健
7059,妈妈护肤
956,益智玩具
1556,宝宝护肤
1142,精油香氛
3986,咖啡/奶茶
4969,其他建材
355,避孕用具
6456,生长发育
605,体温计
1572,遥控玩具
1656,雨伞雨具
15616,婴童床单/床褥
1627,被子
12204,普洱
12641,肠胃消化
11225,裙子
1122,彩妆
6448,调内分泌
1124,男士专区
1004,其它家具用品
4700,Cosplay
9438,葡萄酒
1040,水具
6564,禽蛋
1540,婴幼营养
9213,其他
4965,橱柜
12188,制氧机
558,收音机
13196,特殊商品
11964,帘艺隔断
13293,婴儿床垫
451,电熨斗
1510,康复辅助
13557,车厘子/樱桃
14405,地垫
1241,理疗器械
1082,专业电脑包
1562,座便器
11962,布艺软饰
1123,香水香氛
1163,护理用品
4955,LED灯
2649,山东
14735,贵腐
4958,瓷砖
495,康体仪器
1087,丝袜棉袜
1230,洗浴用品
13785,收纳架/篮
1238,成分保健
9242,康复辅助
13171,特殊商品
15603,收藏酒/陈年老酒
13556,奇异果/猕猴桃
1055,实用家具
12194,提篮式
14755,无醇/果啤
2664,吉林
1506,情趣内衣
14700,跳蛋
2647,山西
9201,调节免疫
14752,烈性啤酒
12174,膳食纤维
625,冷热箱
12615,青钱柳
6450,丰胸瘦身
1079,时尚休闲包
1064,缝纫用品
14361,音响
11963,凉席
14948,棉鞋
12643,男科/泌尿
9206,心脑养护
1327,蒸锅
13714,维生素矿物质
7060,奶瓶奶嘴
9205,明目益智
531,按摩器
12255,半成品
6467,晕车晕船
12633,感冒咳嗽
452,电吹风
2654,上海
14748,烧酒
1057,收纳空间
1106,魅力男装
6475,调节三高
1504,润滑液
1636,书架/CD架
580,其它汽车用品
4999,防辐射服
11229,运动鞋
942,闹钟挂钟
12600,护理液
12228,华中
11166,装饰摆件
10975,饮用水
534,榨汁机
12629,其他
1598,白酒/黄酒
11224,裤子
3987,高血脂保健
1094,流行眼镜
1634,毛巾浴巾
7062,文胸/内裤
12645,儿科用药
9228,其他
1655,收纳用品
15618,软足类
1100,袖扣
1539,清火/开胃
6454,妇科洗剂
12609,男用延时
4959,地板
2657,河南
12245,海产干货
12244,贝类
13189,特殊商品
13172,特殊商品
13578,半加工蔬菜
1640,鞋架/鞋柜
1059,卫浴用品
1145,精油香氛
454,ZIPPO打火机
14208,美容塑形
1608,骨骼健康
12212,黑茶
2572,镜前灯
518,手电筒
14365,配置酒
947,健康电器
9214,左旋肉碱
6902,装修设计
539,电子秤
1543,M号
13895,透明隐形
1341,美食工具
1538,钙铁锌/维生素
12198,待产护理
6457,促进消化
13573,叶菜类
2645,天津
1606,美体养颜
1139,面部清洁
2666,广东
490,咖啡壶
12612,枸杞
1593,蜜饯果干
13226,特殊商品
453,剃须刀
14745,龙舌兰
6563,海鲜水产
1110,背心
1629,床单/床笠
13604,低温奶
14353,家纺
14950,靴子
13294,婴儿餐椅
5158,免疫调节
2644,北京
14754,原浆啤酒
15247,奶酪黄油
1650,装饰灯
12192,滑板车
1535,肉松/饼干
1091,其他功能包
341,刮须刀
12258,礼品卡券
9399,面条/粥
12252,熟食
1116,电热毯
1641,电视储物柜
12234,北美洲
1075,羽绒服棉服
12236,澳洲
6319,孕期营养
13292,防溢乳垫
11233,功能鞋
5001,产后塑身
1130,男士专区
1056,照明灯具
6451,补气补血
12608,日常护理
9465,无糖食品
3978,宝宝服饰
14366,营养型保健品
14741,预调酒
2652,浙江
9200,美容养颜
9207,肠胃养护
1533,米粉/菜粉
3963,女童
12210,花果茶
12216,卡券
932,四季被芯
647,赠品
1245,急救卫生
11231,靴子
3989,糖尿病保健
15605,鸡尾酒/预调酒
607,其它个人护理用品
13558,芒果
14759,80年代
603,电饭锅/煲
12177,牛初乳
6466,营养茶饮
4692,西南
6478,强身健体
1617,更多礼品
6565,鲜肉
491,吸尘器
1003,儿童家居
577,车载电源设备
14942,雨鞋
14209,心理咨询
609,其它厨卫用品
11164,节庆饰品
13562,柚子
12604,暖贴
9204,补气养血
13783,收纳箱/盒
1324,炒锅
13781,收纳袋/包
1138,面膜面贴
1595,饼干蛋糕
13594,面点
1552,儿童餐具
4963,五金工具
12230,华南
13176,特殊商品
953,动漫人物
1594,糖果/巧克力
1340,组合套装
12238,进口水果
1220,特许商品
13241,避孕用药
1156,尿裤湿巾
11236,家居床品(已废除)
1030,国产表店
4986,赠品
12168,改善贫血
11226,羽绒服
6315,婴儿鞋帽袜
11237,安全防护(已废除)
6317,安全防护
1113,家居睡衣
628,希格水壶
5024,米面调味
1155,营养品
1210,婴儿服纺
1654,应急灯/手电
12594,助听器
13044,拐杖
11167,保暖防护
12178,酵素
14933,毛衣/针织衫
6476,延年益寿
9838,餐厅家具
12588,体温计
1162,宝宝服饰
1018,运动服饰
1239,疾病预防
2661,青海
15051,水
1626,床品套件
2650,江苏
11235,婴儿礼盒
529,血压计
13571,更多水果
950,纤体瑜伽
1600,洋酒
12205,龙井
13572,水果礼盒/券
1705,4段奶粉
2659,陕西
1579,音乐玩具
4691,西北
9224,番茄红素
15052,饮料
6561,水果
1092,工艺藏品
1242,按摩器械
15617,婴童床围
1564,婴儿床
14053,瓜
1256,滋补调养
14359,美容美体仪
7054,孕妈奶粉
4693,东北
14747,清酒
15614,婴童枕芯/枕套
14726,老白干香型
12623,健肌粉
15123,西式烘焙
1101,仿真模型
6312,羊奶粉
1336,酒具/杯具
1644,晒衣架/烫衣板
6462,补充维矿
1083,学生书包
1517,口罩
1034,翡翠玉石
14367,功能型保健品
13175,特殊商品
6449,祛斑除疤
922,厨卫
9436,黄酒/养生酒
419,护肤
12208,乌龙茶
13584,猪肉
12206,绿茶
12589,体重秤
420,香水
1070,钓鱼用具
4960,厨卫
6472,补肾健体
12200,蜂蜜/柚子茶
13819,枕套枕巾
4992,赠品
13582,牛肉
14947,帆布鞋
528,理发器
12636,止痛镇痛
1042,保鲜盒
515,日用电器
12209,花草茶
343,女用剃毛器
9243,五官护理
11843,户外/运动服
2570,宠物服饰
12625,褪黑素
4996,安全座椅
9235,情爱玩具
14762,2000年后
1032,黄金铂金
1126,口腔护理
9217,维生素C
6452,补肺养阴
1240,保健检测
